Ward-Code,Ward-Name,Townsend01,Quintiles
40UCGX,Cannington and Quantocks,-2.10,2
40UCGY,Cheddar and Shipham,-2.64,1
40UCGZ,East Poldens,-2.93,1
40UCHA,Highbridge,0.55,4
40UCHB,Huntspill and Pawlett,-2.79,1
40UCHC,King's Isle,-3.17,1
40UCHD,Knoll,-3.95,1
40UCHE,North Petherton,-2.35,2
40UCHF,Puriton,-2.95,1
40UCHG,Sandford,-3.61,1
40UCHH,Wedmore and Mark,-3.22,1
40UCHJ,West Poldens,-3.79,1
40UCHK,Woolavington,-1.00,3
40UDJP,Blackdown,-2.83,1
40UDJQ,Blackmoor Vale,-1.96,2
40UDJR,Bruton,-1.29,3
40UDJS,Brympton,-2.99,1
40UDJT,Burrow Hill,-2.92,1
40UDJU,Camelot,-2.39,2
40UDJW,Cary,-1.85,2
40UDJX,Chard Avishayes,0.47,4
40UDJY,Chard Combe,0.16,4
40UDJZ,Chard Crimchard,-2.64,1
40UDKA,Chard Holyrood,0.95,4
40UDKB,Chard Jocelyn,0.53,4
40UDKC,Coker,-1.73,2
40UDKD,Crewkerne,-1.30,3
40UDKE,Curry Rivel,-1.88,2
40UDKF,Eggwood,-1.59,3
40UDKG,Hamdon,-1.28,3
40UDKH,Ilminster,-1.09,3
40UDKJ,Islemoor,-1.65,3
40UDKK,Ivelchester,-1.25,3
40UDKL,Langport and Huish,-1.56,3
40UDKM,Martock,-1.80,2
40UDKN,Milborne Port,-2.26,2
40UDKP,Neroche,-2.87,1
40UDKQ,Northstone,-3.29,1
40UDKR,Parrett,-2.62,2
40UDKS,St Michael's,-1.43,3
40UDKT,South Petherton,-2.28,2
40UDKU,Tatworth and Forton,-2.44,2
40UDKW,Tower,-2.78,1
40UDKX,Turn Hill,-3.59,1
40UDKY,Wessex,-2.27,2
40UDKZ,Wincanton,-1.20,3
40UDLA,Windwhistle,-1.86,2
40UDLB,Yeovil Central,0.87,4
40UDLC,Yeovil East,1.50,4
40UDLD,Yeovil South,-2.58,2
40UDLE,Yeovil West,0.29,4
40UDLF,Yeovil Without,-2.38,2
40UEGH,Bishop's Hull,-0.25,4
40UEGJ,Bishop's Lydeard,-2.66,1
40UEGK,Blackdown,-2.62,2
40UEGL,Bradford-on-Tone,-3.40,1
40UEGM,Comeytrowe,-2.90,1
40UEGN,Milverton and North Deane,-1.79,2
40UEGP,Monument,-3.22,1
40UEGQ,Neroche,-2.62,2
40UEGR,North Curry,-1.65,3
40UEGS,Norton Fitzwarren,-0.75,3
40UEGT,Ruishton and Creech,-3.00,1
40UEGU,Staplegrove,-1.94,2
40UEGW,Stoke St. Gregory,-3.03,1
40UEGX,Taunton Blackbrook and Holway,0.69,4
40UEGY,Taunton Eastgate,1.95,4
40UEGZ,Taunton Fairwater,-0.56,3
40UEHA,Taunton Halcon,3.15,5
40UEHB,Taunton Killams and Mountfield,-2.83,1
40UEHC,Taunton Lyngford,0.95,4
40UEHD,Taunton Manor and Wilton,-1.03,3
40UEHE,Taunton Pyrland and Rowbarton,0.94,4
40UEHF,Trull,-3.11,1
40UEHG,Wellington East,-0.20,4
40UEHH,Wellington North,0.68,4
40UEHJ,Wellington Rockwell Green and West,-1.69,2
40UEHK,West Monkton,-3.12,1
40UEHL,Wiveliscombe and West Deane,-1.65,3
40UFFW,Alcombe East,0.81,4
40UFFX,Alcombe West,0.18,4
40UFFY,Aville Vale,-1.94,2
40UFFZ,Brompton Ralph and Haddon,-3.45,1
40UFGA,Carhampton and Withycombe,-0.20,4
40UFGB,Crowcombe and Stogumber,-2.41,2
40UFGC,Dulverton and Brushford,-0.62,3
40UFGD,Dunster,0.38,4
40UFGE,Exmoor,-1.12,3
40UFGF,Minehead North,1.33,4
40UFGG,Minehead South,-0.59,3
40UFGH,Old Cleeve,-1.71,2
40UFGJ,Porlock and District,0.03,4
40UFGK,Quantock Vale,-1.41,3
40UFGL,Quarme,-2.47,2
40UFGM,Watchet,0.39,4
40UFGN,West Quantock,-1.45,3
40UFGP,Williton,1.39,4
41UBFR,Brereton and Ravenhill,0.51,4
41UBFS,Cannock East,2.22,5
41UBFT,Cannock North,4.47,5
41UBFU,Cannock South,2.73,5
41UBFW,Cannock West,-2.09,2
41UBFX,Etching Hill and The Heath,-1.35,3
41UBFY,Hagley,0.57,4
41UBFZ,Hawks Green,-4.32,1
41UBGA,Heath Hayes East and Wimblebury,-1.32,3
41UBGB,Hednesford Green Heath,-3.15,1
41UBGC,Hednesford North,1.64,4
41UBGD,Hednesford South,-2.87,1
41UBGE,Norton Canes,-1.08,3
41UBGF,Rawnsley,-1.23,3
41UBGG,Western Springs,-0.65,3
41UCGC,Abbey,-3.54,1
41UCGD,Anglesey,3.82,5
41UCGE,Bagots,-3.02,1
41UCGF,Branston,-2.93,1
41UCGG,Brizlincote,-3.40,1
41UCGH,Burton,4.81,5
41UCGJ,Churnet,-0.97,3
41UCGK,Crown,-3.45,1
41UCGL,Eton Park,2.07,4
41UCGM,Heath,0.11,4
41UCGN,Horninglow,1.29,4
41UCGP,Needwood,-2.79,1
41UCGQ,Rolleston on Dove,-2.76,1
41UCGR,Shobnall,4.69,5
41UCGS,Stapenhill,3.21,5
41UCGT,Stretton,-3.27,1
41UCGU,Town,-1.38,3
41UCGW,Tutbury and Outwoods,-1.42,3
41UCGX,Weaver,-2.06,2
41UCGY,Winshill,0.89,4
41UCGZ,Yoxall,-3.16,1
41UDGE,All Saints,-3.27,1
41UDGF,Alrewas and Fradley,-2.30,2
41UDGG,Armitage with Handsacre,-1.68,2
41UDGH,Boley Park,-3.86,1
41UDGJ,Boney Hay,0.27,4
41UDGK,Bourne Vale,-2.26,2
41UDGL,Burntwood Central,-3.03,1
41UDGM,Chadsmead,2.83,5
41UDGN,Chase Terrace,-2.30,2
41UDGP,Chasetown,1.07,4
41UDGQ,Colton and Mavesyn Ridware,-2.65,1
41UDGR,Curborough,1.25,4
41UDGS,Fazeley,0.75,4
41UDGT,Hammerwich,-3.21,1
41UDGU,Highfield,-4.03,1
41UDGW,King's Bromley,-3.25,1
41UDGX,Leomansley,-1.61,3
41UDGY,Little Aston,-4.45,1
41UDGZ,Longdon,-3.02,1
41UDHA,Mease and Tame,-2.17,2
41UDHB,St John's,-2.61,2
41UDHC,Shenstone,-3.33,1
41UDHD,Stonnall,-3.67,1
41UDHE,Stowe,-0.40,3
41UDHF,Summerfield,-0.42,3
41UDHG,Whittington,-2.68,1
41UEGA,Audley and Bignall End,-1.04,3
41UEGB,Bradwell,-0.34,3
41UEGC,Butt Lane,1.70,4
41UEGD,Chesterton,0.67,4
41UEGE,Clayton,-0.62,3
41UEGF,Cross Heath,3.95,5
41UEGG,Halmerend,-1.70,2
41UEGH,Holditch,2.60,5
41UEGJ,Keele,-1.09,3
41UEGK,Kidsgrove,-1.06,3
41UEGL,Knutton and Silverdale,3.04,5
41UEGM,Loggerheads and Whitmore,-3.26,1
41UEGN,Madeley,-1.53,3
41UEGP,May Bank,-1.31,3
41UEGQ,Newchapel,-2.70,1
41UEGR,Porthill,-1.80,2
41UEGS,Ravenscliffe,-1.97,2
41UEGT,Seabridge,-1.21,3
41UEGU,Silverdale and Parksite,1.92,4
41UEGW,Talke,-0.66,3
41UEGX,Thistleberry,1.20,4
41UEGY,Town,2.97,5
41UEGZ,Westlands,-2.85,1
41UEHA,Wolstanton,-0.55,3
41UFHM,Bilbrook,-0.09,4
41UFHN,Brewood and Coven,-1.98,2
41UFHP,Cheslyn Hay North and Saredon,-1.95,2
41UFHQ,Cheslyn Hay South,-2.23,2
41UFHR,Codsall North,-1.13,3
41UFHS,Codsall South,-3.93,1
41UFHT,Essington,-1.71,2
41UFHU,Featherstone and Shareshill,-0.73,3
41UFHW,Great Wyrley Landywood,-1.28,3
41UFHX,Great Wyrley Town,-1.58,3
41UFHY,Himley and Swindon,-1.96,2
41UFHZ,Huntington and Hatherton,0.46,4
41UFJA,Kinver,-2.23,2
41UFJB,Pattingham and Patshull,-2.56,2
41UFJC,Penkridge North East and Acton Trussell,-2.19,2
41UFJD,Penkridge South East,-2.92,1
41UFJE,Penkridge West,-1.64,3
41UFJF,Perton Dippons,-3.43,1
41UFJG,Perton East,-4.21,1
41UFJH,Perton Lakeside,-1.51,3
41UFJJ,Trysull and Seisdon,-2.47,2
41UFJK,Wheaton Aston,-2.14,2
41UFJL,Wombourne North and Lower Penn,-2.57,2
41UFJM,Wombourne South East,-2.22,2
41UFJN,Wombourne South West,-0.56,3
41UGGH,Barlaston and Oulton,-1.93,2
41UGGJ,Baswich,-3.41,1
41UGGK,Chartley,-3.51,1
41UGGL,Church Eaton,-2.62,2
41UGGM,Common,0.97,4
41UGGN,Coton,2.59,5
41UGGP,Eccleshall,-2.28,2
41UGGQ,Forebridge,1.61,4
41UGGR,Fulford,-2.67,1
41UGGS,Gnosall and Woodseaves,-2.84,1
41UGGT,Haywood and Hixon,-2.79,1
41UGGU,Highfields and Western Downs,2.38,5
41UGGW,Holmcroft,0.16,4
41UGGX,Littleworth,-0.58,3
41UGGY,Manor,1.30,4
41UGGZ,Milford,-3.51,1
41UGHA,Milwich,-3.15,1
41UGHB,Penkside,2.19,4
41UGHC,Rowley,-2.70,1
41UGHD,St. Michael's,-2.90,1
41UGHE,Seighford,-3.13,1
41UGHF,Stonefield and Christchurch,-0.11,4
41UGHG,Swynnerton,-3.23,1
41UGHH,Tillington,0.35,4
41UGHJ,Walton,-2.28,2
41UGHK,Weeping Cross,-3.87,1
41UHGF,Alton,-2.66,1
41UHGG,Bagnall and Stanley,-3.84,1
41UHGH,Biddulph East,2.73,5
41UHGJ,Biddulph Moor,-3.39,1
41UHGK,Biddulph North,-3.63,1
41UHGL,Biddulph South,-3.94,1
41UHGM,Biddulph West,-2.55,2
41UHGN,Brown Edge and Endon,-3.31,1
41UHGP,Caverswall,-3.30,1
41UHGQ,Cellarhead,-3.55,1
41UHGR,Cheadle North East,-0.64,3
41UHGS,Cheadle South East,-1.12,3
41UHGT,Cheadle West,-1.80,2
41UHGU,Checkley,-2.75,1
41UHGW,Cheddleton,-3.44,1
41UHGX,Churnet,-2.75,1
41UHGY,Dane,-2.07,2
41UHGZ,Forsbrook,-2.88,1
41UHHA,Hamps Valley,-3.34,1
41UHHB,Horton,-4.26,1
41UHHC,Ipstones,-3.78,1
41UHHD,Leek East,-1.16,3
41UHHE,Leek North,2.72,5
41UHHF,Leek South,-0.60,3
41UHHG,Leek West,-2.15,2
41UHHH,Manifold,-1.92,2
41UHHJ,Werrington,-4.42,1
41UKFL,Amington,0.01,4
41UKFM,Belgrave,0.47,4
41UKFN,Bolehall,0.08,4
41UKFP,Castle,0.60,4
41UKFQ,Glascote,3.69,5
41UKFR,Mercian,-0.24,4
41UKFS,Spital,-0.44,3
41UKFT,Stonydelph,0.00,4
41UKFU,Trinity,-2.98,1
41UKFW,Wilnecote,-1.37,3
42UBGH,Alton,-2.62,2
42UBGJ,Berners,-2.05,2
42UBGK,Boxford,-3.11,1
42UBGL,Brett Vale,-1.41,3
42UBGM,Brook,-2.24,2
42UBGN,Bures St Mary,-1.96,2
42UBGP,Chadacre,-2.00,2
42UBGQ,Dodnash,-2.52,2
42UBGR,Glemsford and Stanstead,-2.23,2
42UBGS,Great Cornard North,-0.56,3
42UBGT,Great Cornard South,-1.63,3
42UBGU,Hadleigh North,0.38,4
42UBGW,Hadleigh South,-2.30,2
42UBGX,Holbrook,-1.87,2
42UBGY,Lavenham,-0.66,3
42UBGZ,Leavenheath,-2.98,1
42UBHA,Long Melford,-1.51,3
42UBHB,Lower Brett,-2.92,1
42UBHC,Mid Samford,-3.76,1
42UBHD,Nayland,-2.07,2
42UBHE,North Cosford,-2.16,2
42UBHF,Pinewood,-2.20,2
42UBHG,South Cosford,-2.51,2
42UBHH,Sudbury East,0.65,4
42UBHJ,Sudbury North,-0.52,3
42UBHK,Sudbury South,0.84,4
42UBHL,Waldingfield,-2.89,1
42UCFR,All Saints,-0.26,4
42UCFS,Brandon East,-0.39,3
42UCFT,Brandon West,-0.91,3
42UCFU,Eriswell and The Rows,0.70,4
42UCFW,Exning,-1.30,3
42UCFX,Great Heath,0.86,4
42UCFY,Iceni,-1.08,3
42UCFZ,Lakenheath,-1.47,3
42UCGA,Manor,-2.75,1
42UCGB,Market,0.00,4
42UCGC,Red Lodge,-2.48,2
42UCGD,St Mary's,0.95,4
42UCGE,Severals,0.05,4
42UCGF,South,-2.68,1
42UDFS,Alexandra,3.05,5
42UDFT,Bixley,-2.25,2
42UDFU,Bridge,2.71,5
42UDFW,Castle Hill,-2.34,2
42UDFX,Gainsborough,2.83,5
42UDFY,Gipping,5.00,5
42UDFZ,Holywells,-1.37,3
42UDGA,Priory Heath,2.92,5
42UDGB,Rushmere,-0.51,3
42UDGC,St John's,-1.13,3
42UDGD,St Margaret's,-1.09,3
42UDGE,Sprites,1.52,4
42UDGF,Stoke Park,2.60,5
42UDGG,Westgate,3.37,5
42UDGH,Whitehouse,1.64,4
42UDGJ,Whitton,2.70,5
42UEGM,Bacton and Old Newton,-3.02,1
42UEGN,Badwell Ash,-1.87,2
42UEGP,Barking and Somersham,-2.74,1
42UEGQ,Bramford and Blakenham,-2.68,1
42UEGR,Claydon and Barham,-2.82,1
42UEGS,Debenham,-1.84,2
42UEGT,Elmswell and Norton,-2.69,1
42UEGU,Eye,-0.69,3
42UEGW,Fressingfield,-1.85,2
42UEGX,Gislingham,-3.32,1
42UEGY,Haughley and Wetherden,-1.89,2
42UEGZ,Helmingham and Coddenham,-2.67,1
42UEHA,Hoxne,-1.41,3
42UEHB,Mendlesham,-2.95,1
42UEHC,Needham Market,-1.87,2
42UEHD,Onehouse,-2.30,2
42UEHE,Palgrave,-2.79,1
42UEHF,Rattlesden,-2.80,1
42UEHG,Rickinghall and Walsham,-1.71,2
42UEHH,Ringshall,-1.97,2
42UEHJ,Stowmarket Central,-0.88,3
42UEHK,Stowmarket North,-1.24,3
42UEHL,Stowmarket South,-1.01,3
42UEHM,Stowupland,-2.04,2
42UEHN,Stradbroke and Laxfield,-0.84,3
42UEHP,The Stonhams,-3.11,1
42UEHQ,Thurston and Hessett,-3.48,1
42UEHR,Wetheringsett,-2.51,2
42UEHS,Woolpit,-2.92,1
42UEHT,Worlingworth,-2.09,2
42UFGL,Abbeygate,0.28,4
42UFGM,Bardwell,-1.70,2
42UFGN,Barningham,-2.29,2
42UFGP,Barrow,-2.31,2
42UFGQ,Cavendish,-2.13,2
42UFGR,Chedburgh,-2.76,1
42UFGS,Clare,-1.74,2
42UFGT,Eastgate,1.16,4
42UFGU,Fornham,-2.68,1
42UFGW,Great Barton,-3.66,1
42UFGX,Haverhill East,-0.60,3
42UFGY,Haverhill North,-0.40,3
42UFGZ,Haverhill South,1.67,4
42UFHA,Haverhill West,-2.72,1
42UFHB,Horringer and Whelnetham,-3.04,1
42UFHC,Hundon,-3.27,1
42UFHD,Ixworth,-1.66,3
42UFHE,Kedington,-2.83,1
42UFHF,Minden,-0.63,3
42UFHG,Moreton Hall,-3.88,1
42UFHH,Northgate,2.11,4
42UFHJ,Pakenham,-0.10,4
42UFHK,Risby,-2.46,2
42UFHL,Risbygate,0.73,4
42UFHM,Rougham,-2.38,2
42UFHN,St Olaves,1.96,4
42UFHP,Southgate,-2.28,2
42UFHQ,Stanton,-1.39,3
42UFHR,Westgate,-3.93,1
42UFHS,Wickhambrook,-2.84,1
42UFHT,Withersfield,-1.67,3
42UGGW,Aldeburgh,-1.31,3
42UGGX,Earl Soham,-3.07,1
42UGGY,Farlingaye,-0.93,3
42UGGZ,Felixstowe East,-3.15,1
42UGHA,Felixstowe North,0.15,4
42UGHB,Felixstowe South,0.49,4
42UGHC,Felixstowe South East,-1.01,3
42UGHD,Felixstowe West,0.13,4
42UGHE,Framlingham,-1.67,3
42UGHF,Grundisburgh,-2.78,1
42UGHG,Hacheston,-1.85,2
42UGHH,Hollesley with Eyke,-1.97,2
42UGHJ,Kesgrave East,-3.80,1
42UGHK,Kesgrave West,-2.63,1
42UGHL,Kyson,-0.39,3
42UGHM,Leiston,0.03,4
42UGHN,Martlesham,-2.83,1
42UGHP,Melton and Ufford,-2.33,2
42UGHQ,Nacton,-3.33,1
42UGHR,Orford and Tunstall,-1.08,3
42UGHS,Otley,-2.67,1
42UGHT,Peasenhall,-1.70,2
42UGHU,Rendlesham,1.84,4
42UGHW,Riverside,-2.36,2
42UGHX,Rushmere St Andrew,-3.93,1
42UGHY,Saxmundham,0.90,4
42UGHZ,Seckford,0.14,4
42UGJA,Snape,-1.81,2
42UGJB,Sutton,0.11,4
42UGJC,Trimleys with Kirton,-2.46,2
42UGJD,Walberswick and Wenhaston,-1.70,2
42UGJE,Wickham Market,-0.15,4
42UGJF,Witnesham,-2.64,1
42UGJG,Yoxford,-1.89,2
42UHFY,Beccles North,0.48,4
42UHFZ,Beccles South,0.15,4
42UHGA,Blything,-1.30,3
42UHGB,Bungay,0.22,4
42UHGC,Carlton,-1.75,2
42UHGD,Carlton Colville,-1.88,2
42UHGE,Gunton and Corton,-1.99,2
42UHGF,Halesworth,-0.83,3
42UHGG,Harbour,5.61,5
42UHGH,Kessingland,0.47,4
42UHGJ,Kirkley,4.18,5
42UHGK,Lothingland,-1.63,3
42UHGL,Normanston,3.53,5
42UHGM,Oulton,-1.03,3
42UHGN,Oulton Broad,-1.55,3
42UHGP,Pakefield,0.22,4
42UHGQ,St Margaret's,2.14,4
42UHGR,Southwold and Reydon,-0.85,3
42UHGS,The Saints,-2.86,1
42UHGT,Wainford,-1.94,2
42UHGU,Whitton,0.60,4
42UHGW,Worlingham,-3.01,1
42UHGX,Wrentham,-0.49,3
43UBFZ,Claygate,-2.85,1
43UBGA,Cobham and Downside,-2.15,2
43UBGB,Cobham Fairmile,-1.42,3
43UBGC,Esher,-1.80,2
43UBGD,Hersham North,-1.28,3
43UBGE,Hersham South,-1.62,3
43UBGF,Hinchley Wood,-3.45,1
43UBGG,Long Ditton,-1.84,2
43UBGH,Molesey East,-2.43,2
43UBGJ,Molesey North,-2.33,2
43UBGK,Molesey South,-0.90,3
43UBGL,Oatlands Park,-2.45,2
43UBGM,Oxshott and Stoke D'Abernon,-3.21,1
43UBGN,St George's Hill,-3.00,1
43UBGP,Thames Ditton,-2.49,2
43UBGQ,Walton Ambleside,-1.16,3
43UBGR,Walton Central,-2.34,2
43UBGS,Walton North,-0.81,3
43UBGT,Walton South,-2.69,1
43UBGU,Weston Green,-3.81,1
43UBGW,Weybridge North,-0.53,3
43UBGX,Weybridge South,-1.87,2
43UCFP,Auriol,-3.86,1
43UCFQ,College,-2.39,2
43UCFR,Court,2.51,5
43UCFS,Cuddington,-2.69,1
43UCFT,Ewell,-1.81,2
43UCFU,Ewell Court,-3.26,1
43UCFW,Nonsuch,-4.71,1
43UCFX,Ruxley,-1.13,3
43UCFY,Stamford,-2.83,1
43UCFZ,Stoneleigh,-3.73,1
43UCGA,Town,0.42,4
43UCGB,West Ewell,-3.13,1
43UCGC,Woodcote,-2.10,2
43UDFY,Ash South and Tongham,-2.40,2
43UDFZ,Ash Vale,-2.54,2
43UDGA,Ash Wharf,-1.23,3
43UDGB,Burpham,-3.03,1
43UDGC,Christchurch,-2.58,2
43UDGD,Clandon and Horsley,-3.50,1
43UDGE,Effingham,-3.30,1
43UDGF,Friary and St Nicolas,0.34,4
43UDGG,Holy Trinity,-0.03,4
43UDGH,Lovelace,-1.06,3
43UDGJ,Merrow,-1.91,2
43UDGK,Normandy,-3.04,1
43UDGL,Onslow,-1.63,3
43UDGM,Pilgrims,-3.03,1
43UDGN,Pirbright,-0.53,3
43UDGP,Send,-3.40,1
43UDGQ,Shalford,-1.75,2
43UDGR,Stoke,1.73,4
43UDGS,Stoughton,-1.90,2
43UDGT,Tillingbourne,-1.93,2
43UDGU,Westborough,1.89,4
43UDGW,Worplesdon,-2.51,2
43UEGA,Ashtead Common,-3.02,1
43UEGB,Ashtead Park,-3.19,1
43UEGC,Ashtead Village,-2.82,1
43UEGD,Beare Green,-1.32,3
43UEGE,Bookham North,-2.54,2
43UEGF,Bookham South,-2.90,1
43UEGG,Box Hill and Headley,-2.45,2
43UEGH,Brockham,-2.99,1
43UEGJ,Capel,-2.96,1
43UEGK,Charlwood,-1.62,3
43UEGL,Dorking North,-2.12,2
43UEGM,Dorking South,-1.03,3
43UEGN,Fetcham East,-3.52,1
43UEGP,Fetcham West,-4.04,1
43UEGQ,Holmwoods,-0.42,3
43UEGR,Leatherhead North,0.92,4
43UEGS,Leatherhead South,-2.34,2
43UEGT,Leith Hill,-1.66,3
43UEGU,Mickleham,-2.89,1
43UEGW,Okewood,-2.07,2
43UEGX,Westcott,-1.76,2
43UFFU,Banstead Village,-2.64,1
43UFFW,Chipstead,-3.69,1
43UFFX,Earlswood and Whitebushes,-1.31,3
43UFFY,Horley Central,-1.21,3
43UFFZ,Horley East,-3.43,1
43UFGA,Horley West,-1.62,3
43UFGB,Kingswood with Burgh Heath,-3.66,1
43UFGC,Meadvale and St John's,-1.86,2
43UFGD,Merstham,-0.04,4
43UFGE,Nork,-3.73,1
43UFGF,Preston,2.66,5
43UFGG,Redhill East,-1.14,3
43UFGH,Redhill West,0.61,4
43UFGJ,Reigate Central,-1.75,2
43UFGK,Reigate Hill,-3.02,1
43UFGL,Salfords and Sidlow,-3.64,1
43UFGM,South Park and Woodhatch,-0.24,4
43UFGN,Tadworth and Walton,-3.70,1
43UFGP,Tattenhams,-1.59,3
43UGFQ,Addlestone Bourneside,-1.41,3
43UGFR,Addlestone North,-1.52,3
43UGFS,Chertsey Meads,-2.12,2
43UGFT,Chertsey St Ann's,-0.85,3
43UGFU,Chertsey South and Row Town,-3.35,1
43UGFW,Egham Hythe,-0.11,4
43UGFX,Egham Town,-0.87,3
43UGFY,Englefield Green East,-2.10,2
43UGFZ,Englefield Green West,0.90,4
43UGGA,Foxhills,-2.42,2
43UGGB,New Haw,-2.59,2
43UGGC,Thorpe,-3.44,1
43UGGD,Virginia Water,-3.10,1
43UGGE,Woodham,-2.76,1
43UHFS,Ashford Common,-2.93,1
43UHFT,Ashford East,-1.94,2
43UHFU,Ashford North and Stanwell South,-1.04,3
43UHFW,Ashford Town,-3.06,1
43UHFX,Halliford and Sunbury West,-2.31,2
43UHFY,Laleham and Shepperton Green,-2.65,1
43UHFZ,Riverside and Laleham,-3.14,1
43UHGA,Shepperton Town,-3.02,1
43UHGB,Staines,-0.70,3
43UHGC,Staines South,-0.58,3
43UHGD,Stanwell North,0.41,4
43UHGE,Sunbury Common,-0.22,4
43UHGF,Sunbury East,-3.09,1
43UJFS,Bagshot,-2.18,2
43UJFT,Bisley,-4.14,1
43UJFU,Chobham,-2.18,2
43UJFW,Frimley,-2.17,2
43UJFX,Frimley Green,-3.06,1
43UJFY,Heatherside,-4.23,1
43UJFZ,Lightwater,-3.87,1
43UJGA,Mytchett and Deepcut,-2.62,2
43UJGB,Old Dean,1.88,4
43UJGC,Parkside,-4.23,1
43UJGD,St Michaels,0.16,4
43UJGE,St Pauls,-4.84,1
43UJGF,Town,-0.84,3
43UJGG,Watchetts,-0.57,3
43UJGH,West End,-4.27,1
43UJGJ,Windlesham,-3.43,1
43UKFY,Bletchingley and Nutfield,-1.63,3
43UKFZ,Burstow,-2.51,2
43UKGA,Chaldon,-4.61,1
43UKGB,Dormansland and Felcourt,-2.93,1
43UKGC,Felbridge,-2.87,1
43UKGD,Godstone,-1.64,3
43UKGE,Harestone,-2.95,1
43UKGF,Limpsfield,-3.45,1
43UKGG,Lingfield and Crowhurst,-1.61,3
43UKGH,Oxted North and Tandridge,-2.06,2
43UKGJ,Oxted South,-0.51,3
43UKGK,Portley,-2.74,1
43UKGL,Queens Park,-1.88,2
43UKGM,Tatsfield and Titsey,-2.61,2
43UKGN,Valley,-1.26,3
43UKGP,Warlingham East and Chelsham and Farleigh,-1.90,2
43UKGQ,Warlingham West,-3.66,1
43UKGR,Westway,-1.09,3
43UKGS,Whyteleafe,-1.74,2
43UKGT,Woldingham,-4.17,1
43ULGF,Alfold,-1.67,2
43ULGG,Blackheath and Wonersh,-3.28,1
43ULGH,Bramley,-1.80,2
43ULGJ,Chiddingfold and Dunsfold,-2.71,1
43ULGK,Cranleigh East,-1.84,2
43ULGL,Cranleigh West,-2.72,1
43ULGM,Elstead and Thursley,-2.45,2
43ULGN,Ewhurst,-3.24,1
43ULGP,Farnham Bourne,-3.97,1
43ULGQ,Farnham Castle,-0.38,3
43ULGR,Farnham Firgrove,-1.43,3
43ULGS,Farnham Hale and Heath End,-3.58,1
43ULGT,Farnham Moor Park,-0.83,3
43ULGU,Farnham Shortheath and Boundstone,-2.70,1
43ULGW,Farnham Upper Hale,-2.10,2
43ULGX,Farnham Weybourne and Badshot Lea,-2.88,1
43ULGY,Farnham Wrecclesham and Rowledge,-2.34,2
43ULGZ,Frensham,-2.94,1
43ULHA,Godalming Binscombe,0.79,4
43ULHB,Godalming Central and Ockford,0.23,4
43ULHC,Godalming Charterhouse,-2.52,2
43ULHD,Godalming Farncombe and Catteshall,-1.28,3
43ULHE,Godalming Holloway,-4.31,1
43ULHF,Haslemere Critchmere and Shottermill,-1.62,3
43ULHG,Haslemere East and Grayswood,-1.44,3
43ULHH,Hindhead,-2.30,2
43ULHJ,Milford,-1.71,2
43ULHK,Shamley Green and Cranleigh North,-2.71,1
43ULHL,Witley and Hambledon,-2.44,2
43UMFS,Brookwood,-3.60,1
43UMFT,Byfleet,-1.89,2
43UMFU,Goldsworth East,0.26,4
43UMFW,Goldsworth West,-1.93,2
43UMFX,Hermitage and Knaphill South,-1.92,2
43UMFY,Horsell East and Woodham,-3.80,1
43UMFZ,Horsell West,-1.99,2
43UMGA,Kingfield and Westfield,-0.52,3
43UMGB,Knaphill,-2.68,1
43UMGC,Maybury and Sheerwater,4.74,5
43UMGD,Mayford and Sutton Green,-4.28,1
43UMGE,Mount Hermon East,-2.04,2
43UMGF,Mount Hermon West,-0.45,3
43UMGG,Old Woking,-0.68,3
43UMGH,Pyrford,-4.01,1
43UMGJ,St John's and Hook Heath,-3.14,1
43UMGK,West Byfleet,-2.72,1
44UBFW,Arley and Whitacre,-0.26,4
44UBFX,Atherstone Central,3.60,5
44UBFY,Atherstone North,-0.63,3
44UBFZ,Atherstone South and Mancetter,0.25,4
44UBGA,Baddesley and Grendon,-0.89,3
44UBGB,Coleshill North,-3.30,1
44UBGC,Coleshill South,-0.74,3
44UBGD,Curdworth,-3.31,1
44UBGE,Dordon,0.23,4
44UBGF,Fillongley,-1.95,2
44UBGG,Hartshill,-0.98,3
44UBGH,Hurley and Wood End,0.98,4
44UBGJ,Kingsbury,-2.23,2
44UBGK,Newton Regis and Warton,-1.97,2
44UBGL,Polesworth East,-0.92,3
44UBGM,Polesworth West,-3.39,1
44UBGN,Water Orton,-2.75,1
44UCFR,Abbey,1.94,4
44UCFS,Arbury,-1.73,2
44UCFT,Attleborough,-0.10,4
44UCFU,Bar Pool,1.01,4
44UCFW,Bede,2.01,4
44UCFX,Bulkington,-2.47,2
44UCFY,Camp Hill,3.70,5
44UCFZ,Exhall,-0.30,3
44UCGA,Galley Common,-3.06,1
44UCGB,Heath,-0.24,4
44UCGC,Kingswood,0.35,4
44UCGD,Poplar,0.48,4
44UCGE,St Nicolas,-4.22,1
44UCGF,Slough,-1.63,3
44UCGG,Weddington,-2.41,2
44UCGH,Wem Brook,3.05,5
44UCGJ,Whitestone,-4.40,1
44UDFZ,Admirals,-1.72,2
44UDGA,Avon and Swift,-2.14,2
44UDGB,Benn,0.95,4
44UDGC,Bilton,-3.32,1
44UDGD,Brownsover North,-3.23,1
44UDGE,Brownsover South,2.11,4
44UDGF,Caldecott,-0.16,4
44UDGG,Dunchurch and Knightlow,-2.77,1
